,YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,TMEAN,RH,WIND_SPEED,WIND_DIRECTION
6/23/2000,2000.0,6.0,23.0,1.4,32.0,27.0,29.5,77.0,2.0,240.0
6/24/2000,2000.0,6.0,24.0,0.0,31.0,26.5,28.8,77.0,2.0,200.0
6/25/2000,2000.0,6.0,25.0,0.0,31.8,27.6,29.7,72.0,2.0,120.0
6/26/2000,2000.0,6.0,26.0,3.8,32.2,25.6,28.9,76.0,3.0,270.0
6/27/2000,2000.0,6.0,27.0,0.6,30.4,27.0,28.7,80.0,2.0,360.0
6/28/2000,2000.0,6.0,28.0,0.0,32.0,26.0,29.0,78.0,3.0,270.0
6/29/2000,2000.0,6.0,29.0,11.6,31.0,25.0,28.0,85.0,2.0,270.0
6/30/2000,2000.0,6.0,30.0,15.6,30.5,25.5,28.0,84.0,2.0,270.0
7/1/2000,2000.0,7.0,1.0,74.8,31.5,24.5,28.0,84.0,3.0,320.0
7/2/2000,2000.0,7.0,2.0,21.1,29.5,24.5,27.0,84.0,2.0,140.0
7/3/2000,2000.0,7.0,3.0,111.9,27.0,24.0,25.5,93.0,4.0,140.0
7/4/2000,2000.0,7.0,4.0,64.1,29.4,24.5,27.0,87.0,7.0,200.0
7/5/2000,2000.0,7.0,5.0,92.0,30.0,24.0,27.0,93.0,11.0,240.0
7/6/2000,2000.0,7.0,6.0,64.1,30.0,24.2,27.1,84.0,6.0,240.0
7/7/2000,2000.0,7.0,7.0,149.8,27.5,24.0,25.8,94.0,6.0,200.0
7/8/2000,2000.0,7.0,8.0,101.6,28.0,23.4,25.7,94.0,7.0,200.0
7/9/2000,2000.0,7.0,9.0,16.8,26.5,23.8,25.2,93.0,2.0,160.0
7/10/2000,2000.0,7.0,10.0,0.0,30.6,25.0,27.8,82.0,4.0,220.0
7/11/2000,2000.0,7.0,11.0,0.0,32.1,25.4,28.8,78.0,3.0,180.0
7/12/2000,2000.0,7.0,12.0,51.5,28.0,22.5,25.3,88.0,2.0,140.0
7/13/2000,2000.0,7.0,13.0,24.2,26.5,24.5,25.5,94.0,3.0,240.0
7/14/2000,2000.0,7.0,14.0,20.6,26.5,24.5,25.5,93.0,2.0,180.0
7/15/2000,2000.0,7.0,15.0,30.0,28.0,23.8,25.9,87.0,4.0,180.0
7/16/2000,2000.0,7.0,16.0,0.0,31.9,26.5,29.2,78.0,1.0,180.0
7/17/2000,2000.0,7.0,17.0,0.0,32.1,25.8,29.0,77.0,4.0,240.0
7/18/2000,2000.0,7.0,18.0,0.0,32.4,26.5,29.5,76.0,1.0,220.0
7/19/2000,2000.0,7.0,19.0,5.0,30.5,24.5,27.5,82.0,3.0,240.0
7/20/2000,2000.0,7.0,20.0,2.0,31.5,25.0,28.3,78.0,3.0,240.0
7/21/2000,2000.0,7.0,21.0,0.4,29.5,24.7,27.1,79.0,1.0,320.0
7/22/2000,2000.0,7.0,22.0,0.0,29.0,25.2,27.1,82.0,4.0,200.0
7/23/2000,2000.0,7.0,23.0,2.2,29.5,25.0,27.3,84.0,3.0,200.0
7/24/2000,2000.0,7.0,24.0,42.2,30.0,24.0,27.0,85.0,4.0,220.0
7/25/2000,2000.0,7.0,25.0,0.0,30.4,24.0,27.2,81.0,4.0,220.0
7/26/2000,2000.0,7.0,26.0,0.0,31.8,26.5,29.2,78.0,4.0,240.0
7/27/2000,2000.0,7.0,27.0,18.2,30.5,24.5,27.5,87.0,4.0,240.0
7/28/2000,2000.0,7.0,28.0,0.0,30.8,26.8,28.8,80.0,4.0,200.0
7/29/2000,2000.0,7.0,29.0,0.6,31.5,26.8,29.2,79.0,5.0,220.0
7/30/2000,2000.0,7.0,30.0,0.0,31.4,26.5,29.0,81.0,3.0,220.0
7/31/2000,2000.0,7.0,31.0,0.0,31.5,27.0,29.3,81.0,3.0,240.0
8/1/2000,2000.0,8.0,1.0,0.0,32.7,26.0,29.4,76.0,3.0,240.0
8/2/2000,2000.0,8.0,2.0,6.0,33.0,25.6,29.3,76.0,3.0,240.0
8/3/2000,2000.0,8.0,3.0,28.0,32.5,22.8,27.7,83.0,3.0,220.0
8/4/2000,2000.0,8.0,4.0,16.6,31.0,24.5,27.8,79.0,3.0,360.0
8/5/2000,2000.0,8.0,5.0,68.2,30.0,23.0,26.5,84.0,3.0,200.0
8/6/2000,2000.0,8.0,6.0,3.6,29.5,24.5,27.0,84.0,2.0,220.0
8/7/2000,2000.0,8.0,7.0,0.0,30.6,26.0,28.3,77.0,3.0,200.0
8/8/2000,2000.0,8.0,8.0,0.0,31.5,26.5,29.0,75.0,3.0,240.0
8/9/2000,2000.0,8.0,9.0,0.0,32.6,26.5,29.6,72.0,4.0,220.0
8/10/2000,2000.0,8.0,10.0,7.0,33.0,28.0,30.5,72.0,3.0,220.0
8/11/2000,2000.0,8.0,11.0,0.0,32.7,28.1,30.4,75.0,3.0,200.0
8/12/2000,2000.0,8.0,12.0,0.0,32.2,27.5,29.9,74.0,4.0,200.0
8/13/2000,2000.0,8.0,13.0,0.0,32.0,27.2,29.6,76.0,3.0,200.0
8/14/2000,2000.0,8.0,14.0,0.0,32.0,27.5,29.8,74.0,3.0,220.0
8/15/2000,2000.0,8.0,15.0,9.8,32.0,26.0,29.0,79.0,3.0,240.0
8/16/2000,2000.0,8.0,16.0,11.0,32.0,26.2,29.1,82.0,3.0,360.0
8/17/2000,2000.0,8.0,17.0,26.0,31.5,24.5,28.0,83.0,2.0,320.0
8/18/2000,2000.0,8.0,18.0,3.9,30.0,26.0,28.0,79.0,2.0,360.0
8/19/2000,2000.0,8.0,19.0,5.0,30.8,25.2,28.0,83.0,2.0,120.0
8/20/2000,2000.0,8.0,20.0,1.8,33.0,26.5,29.8,72.0,2.0,120.0
8/21/2000,2000.0,8.0,21.0,24.4,30.8,24.5,27.7,83.0,4.0,200.0
8/22/2000,2000.0,8.0,22.0,25.6,29.0,24.0,26.5,87.0,5.0,200.0
8/23/2000,2000.0,8.0,23.0,0.0,29.3,25.0,27.2,76.0,3.0,180.0
8/24/2000,2000.0,8.0,24.0,0.0,32.5,26.8,29.7,70.0,2.0,180.0
8/25/2000,2000.0,8.0,25.0,0.8,32.0,27.0,29.5,75.0,4.0,220.0
8/26/2000,2000.0,8.0,26.0,0.0,31.5,27.8,29.7,77.0,5.0,200.0
8/27/2000,2000.0,8.0,27.0,17.6,31.6,25.6,28.6,81.0,4.0,200.0
8/28/2000,2000.0,8.0,28.0,15.7,30.5,25.0,27.8,89.0,6.0,200.0
8/29/2000,2000.0,8.0,29.0,51.8,29.5,24.8,27.2,88.0,6.0,200.0
8/30/2000,2000.0,8.0,30.0,16.5,28.0,24.8,26.4,93.0,6.0,180.0
8/31/2000,2000.0,8.0,31.0,1.0,31.5,26.4,29.0,79.0,1.0,180.0
9/1/2000,2000.0,9.0,1.0,1.4,32.5,25.2,28.9,78.0,4.0,180.0
9/2/2000,2000.0,9.0,2.0,57.6,29.6,22.5,26.0,84.0,4.0,200.0
9/3/2000,2000.0,9.0,3.0,167.8,26.8,22.0,24.4,92.0,3.0,180.0
9/4/2000,2000.0,9.0,4.0,2.5,29.1,24.8,27.0,86.0,4.0,220.0
9/5/2000,2000.0,9.0,5.0,30.7,31.0,23.8,27.4,88.0,4.0,200.0
9/6/2000,2000.0,9.0,6.0,54.0,31.5,24.5,28.0,83.0,6.0,220.0
9/7/2000,2000.0,9.0,7.0,8.2,30.0,25.0,27.5,89.0,4.0,220.0
9/8/2000,2000.0,9.0,8.0,1.0,30.5,27.5,29.0,82.0,3.0,200.0
9/9/2000,2000.0,9.0,9.0,3.6,29.5,25.5,27.5,85.0,4.0,200.0
9/10/2000,2000.0,9.0,10.0,41.0,30.0,24.0,27.0,86.0,5.0,220.0
9/11/2000,2000.0,9.0,11.0,0.0,30.2,25.2,27.7,82.0,5.0,270.0
9/12/2000,2000.0,9.0,12.0,13.8,29.8,23.5,26.7,85.0,4.0,200.0
9/13/2000,2000.0,9.0,13.0,0.0,31.5,26.0,28.8,77.0,4.0,220.0
9/14/2000,2000.0,9.0,14.0,41.4,31.0,25.5,28.3,84.0,5.0,180.0
9/15/2000,2000.0,9.0,15.0,4.4,32.0,26.5,29.3,80.0,3.0,240.0
9/16/2000,2000.0,9.0,16.0,1.4,30.0,25.5,27.8,83.0,4.0,180.0
9/17/2000,2000.0,9.0,17.0,0.0,32.1,27.5,29.8,76.0,3.0,300.0
9/18/2000,2000.0,9.0,18.0,0.0,31.4,25.3,28.4,80.0,2.0,90.0
9/19/2000,2000.0,9.0,19.0,0.8,32.0,26.0,29.0,77.0,2.0,180.0
9/20/2000,2000.0,9.0,20.0,2.8,31.0,26.0,28.5,82.0,2.0,220.0
9/21/2000,2000.0,9.0,21.0,0.0,31.0,26.5,28.8,79.0,2.0,360.0
9/22/2000,2000.0,9.0,22.0,2.0,30.5,26.0,28.3,80.0,2.0,180.0
9/23/2000,2000.0,9.0,23.0,0.0,30.5,25.4,28.0,81.0,2.0,180.0
9/24/2000,2000.0,9.0,24.0,0.0,32.2,25.0,28.6,78.0,2.0,270.0
9/25/2000,2000.0,9.0,25.0,0.0,30.1,24.8,27.5,82.0,3.0,140.0
9/26/2000,2000.0,9.0,26.0,0.0,32.4,26.0,29.2,78.0,3.0,180.0
9/27/2000,2000.0,9.0,27.0,0.2,31.3,25.6,28.5,79.0,2.0,270.0
9/28/2000,2000.0,9.0,28.0,2.0,30.8,24.7,27.8,79.0,2.0,220.0
9/29/2000,2000.0,9.0,29.0,4.2,30.3,26.2,28.3,74.0,2.0,200.0
9/30/2000,2000.0,9.0,30.0,2.4,32.0,25.6,28.8,70.0,3.0,360.0
10/1/2000,2000.0,10.0,1.0,9.8,31.6,24.8,28.2,80.0,2.0,360.0
10/2/2000,2000.0,10.0,2.0,0.0,33.5,25.8,29.7,72.0,2.0,240.0
10/3/2000,2000.0,10.0,3.0,0.0,33.0,26.0,29.5,70.0,3.0,240.0
10/4/2000,2000.0,10.0,4.0,0.0,32.4,26.0,29.2,72.0,3.0,140.0
10/5/2000,2000.0,10.0,5.0,0.0,32.5,26.5,29.5,72.0,2.0,90.0
10/6/2000,2000.0,10.0,6.0,14.8,30.8,25.5,28.2,77.0,3.0,360.0
10/7/2000,2000.0,10.0,7.0,8.2,29.5,24.0,26.8,86.0,2.0,360.0
10/8/2000,2000.0,10.0,8.0,16.2,29.2,24.5,26.9,83.0,2.0,40.0
10/9/2000,2000.0,10.0,9.0,0.8,31.5,24.5,28.0,80.0,3.0,200.0
10/10/2000,2000.0,10.0,10.0,21.4,28.5,23.5,26.0,87.0,2.0,60.0
10/11/2000,2000.0,10.0,11.0,0.0,30.3,26.5,28.4,78.0,2.0,220.0
10/12/2000,2000.0,10.0,12.0,0.0,32.5,26.5,29.5,74.0,3.0,180.0
10/13/2000,2000.0,10.0,13.0,0.0,31.4,26.6,29.0,78.0,3.0,140.0
10/14/2000,2000.0,10.0,14.0,0.0,32.3,26.5,29.4,78.0,2.0,180.0
10/15/2000,2000.0,10.0,15.0,0.4,29.8,25.0,27.4,78.0,2.0,180.0
10/16/2000,2000.0,10.0,16.0,10.2,28.8,24.5,26.7,83.0,2.0,340.0
10/17/2000,2000.0,10.0,17.0,11.4,32.6,25.4,29.0,77.0,3.0,90.0
10/18/2000,2000.0,10.0,18.0,0.0,32.0,26.0,29.0,78.0,3.0,300.0
10/19/2000,2000.0,10.0,19.0,0.0,31.8,25.0,28.4,76.0,3.0,140.0
10/20/2000,2000.0,10.0,20.0,19.6,29.9,25.0,27.5,84.0,3.0,360.0
10/21/2000,2000.0,10.0,21.0,5.3,30.5,24.7,27.6,84.0,2.0,360.0
10/22/2000,2000.0,10.0,22.0,4.4,32.8,25.4,29.1,75.0,2.0,40.0
10/23/2000,2000.0,10.0,23.0,1.4,30.6,24.5,27.5,74.0,2.0,200.0
10/24/2000,2000.0,10.0,24.0,8.6,31.8,25.0,28.4,77.0,2.0,120.0
10/25/2000,2000.0,10.0,25.0,2.6,31.5,25.0,28.3,75.0,3.0,360.0
10/26/2000,2000.0,10.0,26.0,16.9,29.0,24.5,26.8,86.0,2.0,360.0
10/27/2000,2000.0,10.0,27.0,38.0,31.5,24.0,27.8,78.0,3.0,360.0
10/28/2000,2000.0,10.0,28.0,177.5,26.8,22.5,24.7,94.0,10.0,340.0
10/29/2000,2000.0,10.0,29.0,57.4,27.0,23.6,25.3,90.0,4.0,120.0
10/30/2000,2000.0,10.0,30.0,75.0,28.5,24.4,26.5,88.0,5.0,160.0
10/31/2000,2000.0,10.0,31.0,0.0,30.6,24.4,27.5,86.0,4.0,200.0
11/1/2000,2000.0,11.0,1.0,0.8,32.5,24.6,28.5,82.0,2.0,360.0
11/2/2000,2000.0,11.0,2.0,116.7,28.2,22.8,25.5,90.0,8.0,300.0
11/3/2000,2000.0,11.0,3.0,51.0,28.5,23.2,25.9,82.0,3.0,90.0
11/4/2000,2000.0,11.0,4.0,20.0,31.3,25.2,28.3,83.0,2.0,90.0
11/5/2000,2000.0,11.0,5.0,3.2,31.6,25.2,28.4,78.0,2.0,120.0
11/6/2000,2000.0,11.0,6.0,0.0,31.5,26.5,29.0,78.0,3.0,220.0
11/7/2000,2000.0,11.0,7.0,5.0,31.2,25.6,28.4,82.0,2.0,320.0
11/8/2000,2000.0,11.0,8.0,4.0,30.2,25.0,27.6,88.0,2.0,180.0
11/9/2000,2000.0,11.0,9.0,0.0,32.8,26.5,29.6,75.0,3.0,300.0
11/10/2000,2000.0,11.0,10.0,0.0,32.5,26.0,29.3,73.0,2.0,20.0
11/11/2000,2000.0,11.0,11.0,2.8,32.3,25.5,28.9,72.0,4.0,60.0
11/12/2000,2000.0,11.0,12.0,3.2,31.0,25.0,28.0,81.0,3.0,20.0
11/13/2000,2000.0,11.0,13.0,7.6,31.0,24.5,27.8,81.0,3.0,40.0
11/14/2000,2000.0,11.0,14.0,2.8,29.6,25.2,27.4,81.0,2.0,340.0
11/15/2000,2000.0,11.0,15.0,0.5,32.0,24.8,28.4,73.0,2.0,360.0
11/16/2000,2000.0,11.0,16.0,0.0,33.5,26.4,30.0,69.0,2.0,90.0
11/17/2000,2000.0,11.0,17.0,3.4,30.0,25.0,27.5,77.0,2.0,360.0
11/18/2000,2000.0,11.0,18.0,0.0,31.0,24.8,27.9,73.0,2.0,20.0
11/19/2000,2000.0,11.0,19.0,0.0,31.9,25.0,28.5,76.0,2.0,360.0
11/20/2000,2000.0,11.0,20.0,0.0,32.5,27.0,29.8,74.0,2.0,360.0
11/21/2000,2000.0,11.0,21.0,0.0,31.8,26.7,29.3,70.0,1.0,360.0
11/22/2000,2000.0,11.0,22.0,0.0,31.9,29.0,30.5,82.0,1.0,220.0
11/23/2000,2000.0,11.0,23.0,5.5,31.4,24.5,28.0,77.0,2.0,220.0
11/24/2000,2000.0,11.0,24.0,0.0,30.0,26.0,28.0,78.0,4.0,360.0
11/25/2000,2000.0,11.0,25.0,1.4,31.0,25.2,28.1,79.0,1.0,300.0
11/26/2000,2000.0,11.0,26.0,1.2,32.5,25.7,29.1,75.0,1.0,220.0
11/27/2000,2000.0,11.0,27.0,6.2,31.8,23.8,27.8,74.0,3.0,20.0
11/28/2000,2000.0,11.0,28.0,2.9,30.2,24.1,27.2,76.0,5.0,360.0
11/29/2000,2000.0,11.0,29.0,0.0,31.0,25.0,28.0,67.0,3.0,360.0
11/30/2000,2000.0,11.0,30.0,3.8,30.5,24.5,27.5,64.0,5.0,360.0
12/1/2000,2000.0,12.0,1.0,23.4,25.5,22.0,23.8,91.0,5.0,340.0
12/2/2000,2000.0,12.0,2.0,13.8,27.5,23.0,25.3,90.0,3.0,360.0
12/3/2000,2000.0,12.0,3.0,9.2,29.8,24.0,26.9,75.0,2.0,360.0
12/4/2000,2000.0,12.0,4.0,0.0,30.0,23.5,26.8,79.0,2.0,60.0
12/5/2000,2000.0,12.0,5.0,0.0,30.5,25.0,27.8,68.0,3.0,360.0
12/6/2000,2000.0,12.0,6.0,0.0,31.0,25.2,28.1,66.0,4.0,360.0
12/7/2000,2000.0,12.0,7.0,6.8,29.4,23.0,26.2,62.0,4.0,360.0
12/8/2000,2000.0,12.0,8.0,1.2,28.4,23.0,25.7,80.0,4.0,360.0
12/9/2000,2000.0,12.0,9.0,14.4,32.0,23.4,27.7,81.0,2.0,20.0
12/10/2000,2000.0,12.0,10.0,0.4,31.5,25.6,28.5,80.0,1.0,270.0
12/11/2000,2000.0,12.0,11.0,1.8,29.5,26.1,27.8,84.0,2.0,300.0
12/12/2000,2000.0,12.0,12.0,5.6,29.5,25.0,27.3,81.0,1.0,360.0
12/13/2000,2000.0,12.0,13.0,0.0,29.9,25.0,27.5,78.0,1.0,220.0
12/14/2000,2000.0,12.0,14.0,11.2,30.5,25.0,27.8,83.0,2.0,240.0
12/15/2000,2000.0,12.0,15.0,0.0,33.0,25.3,29.2,70.0,3.0,360.0
12/16/2000,2000.0,12.0,16.0,0.0,33.0,25.2,29.1,68.0,3.0,60.0
12/17/2000,2000.0,12.0,17.0,0.0,29.5,25.0,27.3,80.0,1.0,180.0
12/18/2000,2000.0,12.0,18.0,1.8,31.0,25.0,28.0,80.0,2.0,270.0
12/19/2000,2000.0,12.0,19.0,0.0,32.5,25.2,28.9,73.0,3.0,90.0
12/20/2000,2000.0,12.0,20.0,0.0,32.5,24.6,28.5,73.0,1.0,40.0
12/21/2000,2000.0,12.0,21.0,0.0,32.2,25.0,28.6,72.0,2.0,270.0
12/22/2000,2000.0,12.0,22.0,0.0,31.0,25.0,28.0,74.0,2.0,180.0
12/23/2000,2000.0,12.0,23.0,1.0,31.0,24.8,27.9,73.0,3.0,270.0
12/24/2000,2000.0,12.0,24.0,11.6,31.8,23.0,27.4,73.0,2.0,360.0
12/25/2000,2000.0,12.0,25.0,1.2,30.6,25.2,27.9,71.0,3.0,360.0
12/26/2000,2000.0,12.0,26.0,26.4,29.5,23.5,26.5,84.0,3.0,360.0
12/27/2000,2000.0,12.0,27.0,0.0,29.5,23.5,26.5,88.0,2.0,360.0
12/28/2000,2000.0,12.0,28.0,22.8,30.8,24.5,27.7,81.0,3.0,240.0
12/29/2000,2000.0,12.0,29.0,0.2,31.0,25.0,28.0,80.0,2.0,220.0
12/30/2000,2000.0,12.0,30.0,2.8,30.5,24.2,27.4,79.0,3.0,360.0
12/31/2000,2000.0,12.0,31.0,0.2,28.5,23.4,26.0,78.0,4.0,360.0
1/1/2001,2001.0,1.0,1.0,0.0,30.2,23.5,26.9,66.0,2.0,60.0
1/2/2001,2001.0,1.0,2.0,0.0,28.5,22.1,25.3,69.0,2.0,240.0
1/3/2001,2001.0,1.0,3.0,0.0,29.5,23.2,26.4,70.0,2.0,270.0
1/4/2001,2001.0,1.0,4.0,0.0,30.0,23.0,26.5,69.0,2.0,340.0
1/5/2001,2001.0,1.0,5.0,0.0,29.5,23.5,26.5,71.0,2.0,360.0
1/6/2001,2001.0,1.0,6.0,0.0,30.3,24.0,27.2,76.0,3.0,300.0
1/7/2001,2001.0,1.0,7.0,0.8,30.6,24.3,27.5,80.0,2.0,270.0
1/8/2001,2001.0,1.0,8.0,0.0,31.2,25.0,28.1,75.0,2.0,270.0
1/9/2001,2001.0,1.0,9.0,0.0,31.4,25.0,28.2,74.0,3.0,240.0
1/10/2001,2001.0,1.0,10.0,0.0,31.5,25.2,28.4,72.0,2.0,270.0
1/11/2001,2001.0,1.0,11.0,0.0,31.5,25.0,28.3,75.0,2.0,270.0
1/12/2001,2001.0,1.0,12.0,0.0,31.2,26.0,28.6,74.0,2.0,270.0
1/13/2001,2001.0,1.0,13.0,33.2,33.0,25.4,29.2,76.0,3.0,270.0
1/14/2001,2001.0,1.0,14.0,0.0,30.6,25.3,28.0,66.0,2.0,40.0
1/15/2001,2001.0,1.0,15.0,0.0,30.0,24.0,27.0,65.0,4.0,360.0
1/16/2001,2001.0,1.0,16.0,0.0,29.5,24.3,26.9,65.0,4.0,60.0
1/17/2001,2001.0,1.0,17.0,0.0,29.5,23.0,26.3,66.0,2.0,360.0
1/18/2001,2001.0,1.0,18.0,0.0,30.5,24.0,27.3,75.0,2.0,220.0
1/19/2001,2001.0,1.0,19.0,0.0,30.3,25.1,27.7,71.0,2.0,60.0
1/20/2001,2001.0,1.0,20.0,0.0,28.9,24.0,26.5,76.0,2.0,270.0
1/21/2001,2001.0,1.0,21.0,0.0,30.2,24.0,27.1,74.0,2.0,270.0
1/22/2001,2001.0,1.0,22.0,0.0,30.1,24.0,27.0,72.0,2.0,90.0
1/23/2001,2001.0,1.0,23.0,0.0,30.8,24.5,27.7,70.0,2.0,240.0
1/24/2001,2001.0,1.0,24.0,0.0,31.0,24.5,27.8,69.0,2.0,220.0
1/25/2001,2001.0,1.0,25.0,0.0,33.8,25.0,29.4,78.0,2.0,270.0
1/26/2001,2001.0,1.0,26.0,0.0,33.3,26.3,29.8,69.0,3.0,220.0
1/27/2001,2001.0,1.0,27.0,0.0,32.0,25.6,28.8,72.0,2.0,240.0
1/28/2001,2001.0,1.0,28.0,0.0,31.2,24.3,27.8,72.0,2.0,340.0
1/29/2001,2001.0,1.0,29.0,0.0,32.0,26.0,29.0,72.0,2.0,40.0
1/30/2001,2001.0,1.0,30.0,0.0,31.2,25.8,28.5,72.0,2.0,180.0
1/31/2001,2001.0,1.0,31.0,0.0,31.5,26.0,28.8,75.0,3.0,320.0
2/1/2001,2001.0,2.0,1.0,0.0,32.5,26.0,29.3,75.0,3.0,360.0
2/2/2001,2001.0,2.0,2.0,1.2,30.0,26.0,28.0,76.0,2.0,180.0
2/3/2001,2001.0,2.0,3.0,1.4,30.5,25.4,28.0,81.0,2.0,120.0
2/4/2001,2001.0,2.0,4.0,14.6,29.2,23.5,26.4,85.0,2.0,360.0
2/5/2001,2001.0,2.0,5.0,0.0,32.6,24.0,28.3,64.0,3.0,60.0
2/6/2001,2001.0,2.0,6.0,0.0,30.7,25.0,27.9,70.0,2.0,270.0
2/7/2001,2001.0,2.0,7.0,0.0,31.5,25.0,28.3,70.0,3.0,270.0
2/8/2001,2001.0,2.0,8.0,0.0,32.6,25.0,28.8,62.0,3.0,90.0
2/9/2001,2001.0,2.0,9.0,0.0,32.5,25.6,29.0,61.0,3.0,360.0
2/10/2001,2001.0,2.0,10.0,0.7,28.3,24.8,26.6,81.0,2.0,360.0
2/11/2001,2001.0,2.0,11.0,0.0,31.5,25.3,28.4,69.0,2.0,360.0
2/12/2001,2001.0,2.0,12.0,0.0,32.0,24.6,28.3,71.0,3.0,20.0
2/13/2001,2001.0,2.0,13.0,0.0,32.4,24.6,28.5,65.0,3.0,360.0
2/14/2001,2001.0,2.0,14.0,0.0,31.5,24.5,28.0,70.0,2.0,220.0
2/15/2001,2001.0,2.0,15.0,0.0,29.8,24.3,27.1,64.0,2.0,180.0
2/16/2001,2001.0,2.0,16.0,0.0,29.9,24.0,27.0,58.0,4.0,360.0
2/17/2001,2001.0,2.0,17.0,0.0,30.8,23.5,27.2,65.0,2.0,360.0
2/18/2001,2001.0,2.0,18.0,7.4,28.9,22.4,25.6,74.0,4.0,40.0
2/19/2001,2001.0,2.0,19.0,6.8,26.8,22.8,24.8,90.0,4.0,360.0
2/20/2001,2001.0,2.0,20.0,7.8,30.0,23.0,26.5,82.0,3.0,360.0
2/21/2001,2001.0,2.0,21.0,12.6,29.0,23.5,26.3,93.0,2.0,320.0
2/22/2001,2001.0,2.0,22.0,0.0,31.5,26.0,28.8,76.0,3.0,140.0
2/23/2001,2001.0,2.0,23.0,0.0,30.3,25.5,27.9,81.0,3.0,200.0
2/24/2001,2001.0,2.0,24.0,0.0,30.5,24.5,27.5,78.0,4.0,200.0
2/25/2001,2001.0,2.0,25.0,0.0,31.3,25.0,28.2,76.0,2.0,270.0
2/26/2001,2001.0,2.0,26.0,0.0,31.2,25.2,28.2,71.0,2.0,270.0
2/27/2001,2001.0,2.0,27.0,2.0,29.8,24.5,27.2,81.0,2.0,340.0
2/28/2001,2001.0,2.0,28.0,0.0,32.5,24.5,28.5,71.0,2.0,270.0
3/1/2001,2001.0,3.0,1.0,0.0,30.5,25.0,27.8,73.0,2.0,360.0
3/2/2001,2001.0,3.0,2.0,0.0,31.2,25.8,28.5,72.0,2.0,360.0
3/3/2001,2001.0,3.0,3.0,0.0,29.5,25.3,27.4,69.0,3.0,180.0
3/4/2001,2001.0,3.0,4.0,0.0,31.2,24.8,28.0,71.0,2.0,180.0
3/5/2001,2001.0,3.0,5.0,0.0,30.5,24.5,27.5,67.0,2.0,140.0
3/6/2001,2001.0,3.0,6.0,0.0,31.2,25.0,28.1,68.0,2.0,90.0
3/7/2001,2001.0,3.0,7.0,0.0,33.0,24.8,28.9,71.0,3.0,90.0
3/8/2001,2001.0,3.0,8.0,0.0,32.5,25.5,29.0,69.0,2.0,40.0
3/9/2001,2001.0,3.0,9.0,10.0,29.2,25.0,27.1,76.0,2.0,360.0
3/10/2001,2001.0,3.0,10.0,0.0,31.8,24.0,27.9,68.0,3.0,40.0
3/11/2001,2001.0,3.0,11.0,0.0,31.6,24.6,28.1,71.0,2.0,240.0
3/12/2001,2001.0,3.0,12.0,0.0,31.5,25.1,28.3,69.0,2.0,220.0
3/13/2001,2001.0,3.0,13.0,0.0,30.8,23.5,27.2,68.0,3.0,270.0
3/14/2001,2001.0,3.0,14.0,0.0,30.8,24.5,27.7,68.0,2.0,270.0
3/15/2001,2001.0,3.0,15.0,0.0,30.0,25.0,27.5,77.0,2.0,180.0
3/16/2001,2001.0,3.0,16.0,0.0,33.2,26.5,29.9,70.0,4.0,120.0
3/17/2001,2001.0,3.0,17.0,0.6,31.8,26.3,29.1,73.0,2.0,220.0
3/18/2001,2001.0,3.0,18.0,0.0,33.5,26.2,29.9,65.0,2.0,240.0
3/19/2001,2001.0,3.0,19.0,0.2,33.0,26.1,29.5,71.0,3.0,60.0
3/20/2001,2001.0,3.0,20.0,0.0,33.0,27.0,30.0,69.0,3.0,120.0
3/21/2001,2001.0,3.0,21.0,0.0,33.4,26.1,29.8,70.0,2.0,140.0
3/22/2001,2001.0,3.0,22.0,0.0,33.4,25.4,29.4,62.0,3.0,120.0
3/23/2001,2001.0,3.0,23.0,0.0,33.8,26.5,30.1,67.0,3.0,40.0
3/24/2001,2001.0,3.0,24.0,0.0,34.6,27.2,30.9,66.0,3.0,120.0
3/25/2001,2001.0,3.0,25.0,5.8,33.2,25.4,29.3,76.0,3.0,200.0
3/26/2001,2001.0,3.0,26.0,0.5,32.2,25.6,28.9,77.0,3.0,180.0
3/27/2001,2001.0,3.0,27.0,0.0,31.2,26.5,28.9,78.0,4.0,220.0
3/28/2001,2001.0,3.0,28.0,0.0,31.8,27.0,29.4,79.0,4.0,220.0
3/29/2001,2001.0,3.0,29.0,0.0,33.8,27.5,30.6,72.0,3.0,220.0
3/30/2001,2001.0,3.0,30.0,9.2,31.5,26.2,28.9,72.0,2.0,200.0
3/31/2001,2001.0,3.0,31.0,0.0,33.4,25.7,29.6,68.0,3.0,90.0
4/1/2001,2001.0,4.0,1.0,0.0,33.2,27.0,30.1,62.0,2.0,120.0
4/2/2001,2001.0,4.0,2.0,0.0,32.5,25.0,28.8,69.0,3.0,240.0
4/3/2001,2001.0,4.0,3.0,0.0,34.8,27.0,30.9,65.0,3.0,140.0
4/4/2001,2001.0,4.0,4.0,0.0,34.0,27.5,30.8,70.0,2.0,120.0
4/5/2001,2001.0,4.0,5.0,0.0,35.0,27.8,31.4,68.0,3.0,160.0
4/6/2001,2001.0,4.0,6.0,0.0,34.5,27.7,31.1,69.0,3.0,220.0
4/7/2001,2001.0,4.0,7.0,0.0,34.3,27.5,30.9,64.0,3.0,90.0
4/8/2001,2001.0,4.0,8.0,0.0,34.8,27.6,31.2,70.0,2.0,200.0
