,YEAR,MONTH,DAY,RAINFALL,TMAX,TMIN,TMEAN,RH,WIND_SPEED,WIND_DIRECTION
3/1/2018,2018.0,3.0,1.0,0.0,34.4,26.0,30.2,69.0,3.0,110.0
3/2/2018,2018.0,3.0,2.0,0.0,34.0,26.5,30.25,68.0,3.0,110.0
3/3/2018,2018.0,3.0,3.0,0.0,32.3,27.0,29.65,66.0,2.0,140.0
3/4/2018,2018.0,3.0,4.0,0.0,33.6,26.3,29.95,63.0,2.0,20.0
3/5/2018,2018.0,3.0,5.0,0.0,33.6,27.4,30.5,58.0,2.0,90.0
3/6/2018,2018.0,3.0,6.0,0.0,33.6,27.0,30.3,63.0,3.0,250.0
3/7/2018,2018.0,3.0,7.0,7.3,32.2,26.3,29.25,69.0,2.0,250.0
3/8/2018,2018.0,3.0,8.0,8.6,30.5,24.0,27.25,74.0,2.0,250.0
3/9/2018,2018.0,3.0,9.0,0.0,30.0,24.2,27.1,72.0,3.0,160.0
3/10/2018,2018.0,3.0,10.0,0.0,29.4,23.4,26.4,67.0,2.0,90.0
3/11/2018,2018.0,3.0,11.0,0.0,30.3,23.7,27.0,60.0,2.0,90.0
3/12/2018,2018.0,3.0,12.0,0.0,29.4,24.9,27.15,66.0,3.0,340.0
3/13/2018,2018.0,3.0,13.0,0.0,32.3,24.2,28.25,64.0,3.0,250.0
3/14/2018,2018.0,3.0,14.0,0.0,31.4,24.5,27.95,57.0,2.0,270.0
3/15/2018,2018.0,3.0,15.0,0.0,32.1,25.8,28.95,59.0,3.0,250.0
3/16/2018,2018.0,3.0,16.0,0.0,33.4,25.2,29.3,66.0,2.0,270.0
3/17/2018,2018.0,3.0,17.0,0.0,33.5,25.5,29.5,62.0,3.0,110.0
3/18/2018,2018.0,3.0,18.0,0.0,33.1,26.0,29.55,64.0,3.0,140.0
3/19/2018,2018.0,3.0,19.0,0.0,32.5,25.6,29.05,62.0,3.0,160.0
3/20/2018,2018.0,3.0,20.0,0.0,33.0,25.0,29.0,68.0,3.0,270.0
3/21/2018,2018.0,3.0,21.0,0.0,32.1,25.7,28.9,68.0,3.0,250.0
3/22/2018,2018.0,3.0,22.0,0.9,29.9,25.2,27.55,66.0,2.0,90.0
3/23/2018,2018.0,3.0,23.0,0.0,30.2,25.3,27.75,62.0,3.0,250.0
3/24/2018,2018.0,3.0,24.0,0.0,29.7,23.6,26.65,58.0,2.0,90.0
3/25/2018,2018.0,3.0,25.0,0.0,30.9,23.7,27.3,60.0,2.0,270.0
3/26/2018,2018.0,3.0,26.0,0.0,30.3,25.6,27.95,63.0,2.0,270.0
3/27/2018,2018.0,3.0,27.0,0.0,30.4,25.2,27.8,67.0,2.0,250.0
3/28/2018,2018.0,3.0,28.0,0.0,32.1,25.4,28.75,63.0,2.0,270.0
3/29/2018,2018.0,3.0,29.0,10.2,31.5,22.5,27.0,65.0,2.0,250.0
3/30/2018,2018.0,3.0,30.0,3.3,31.5,22.9,27.2,74.0,2.0,270.0
3/31/2018,2018.0,3.0,31.0,-1.0,30.0,24.5,27.25,73.0,2.0,70.0
4/1/2018,2018.0,4.0,1.0,0.0,31.5,24.0,27.75,63.0,2.0,270.0
4/2/2018,2018.0,4.0,2.0,0.5,31.7,25.5,28.6,66.0,2.0,290.0
4/3/2018,2018.0,4.0,3.0,0.0,29.7,25.2,27.45,69.0,2.0,90.0
4/4/2018,2018.0,4.0,4.0,-1.0,30.5,25.6,28.05,68.0,2.0,270.0
4/5/2018,2018.0,4.0,5.0,0.0,29.9,25.4,27.65,67.0,2.0,360.0
4/6/2018,2018.0,4.0,6.0,0.0,32.8,25.8,29.3,60.0,2.0,270.0
4/7/2018,2018.0,4.0,7.0,0.0,33.8,25.5,29.65,57.0,2.0,40.0
4/8/2018,2018.0,4.0,8.0,0.0,32.1,25.5,28.8,63.0,2.0,70.0
4/9/2018,2018.0,4.0,9.0,0.0,32.4,26.3,29.35,65.0,2.0,110.0
4/10/2018,2018.0,4.0,10.0,-1.0,33.0,25.4,29.2,69.0,2.0,270.0
4/11/2018,2018.0,4.0,11.0,6.6,33.5,26.0,29.75,66.0,2.0,290.0
4/12/2018,2018.0,4.0,12.0,0.0,32.8,27.7,30.25,63.0,2.0,320.0
4/13/2018,2018.0,4.0,13.0,0.0,34.9,27.6,31.25,62.0,3.0,90.0
4/14/2018,2018.0,4.0,14.0,0.0,34.4,27.4,30.9,60.0,2.0,110.0
4/15/2018,2018.0,4.0,15.0,0.0,34.1,27.2,30.65,64.0,2.0,250.0
4/16/2018,2018.0,4.0,16.0,-1.0,32.4,26.6,29.5,61.0,3.0,90.0
4/17/2018,2018.0,4.0,17.0,0.0,34.2,26.7,30.45,56.0,2.0,140.0
4/18/2018,2018.0,4.0,18.0,0.0,33.2,26.0,29.6,56.0,1.0,110.0
4/19/2018,2018.0,4.0,19.0,0.0,34.6,27.3,30.95,55.0,2.0,250.0
4/20/2018,2018.0,4.0,20.0,0.0,33.5,27.1,30.3,58.0,2.0,160.0
4/21/2018,2018.0,4.0,21.0,0.0,34.4,27.4,30.9,65.0,2.0,320.0
4/22/2018,2018.0,4.0,22.0,0.0,32.6,26.8,29.7,68.0,1.0,340.0
4/23/2018,2018.0,4.0,23.0,0.0,34.7,28.4,31.55,58.0,2.0,90.0
4/24/2018,2018.0,4.0,24.0,0.0,35.1,27.5,31.3,64.0,2.0,180.0
4/25/2018,2018.0,4.0,25.0,1.0,35.4,27.5,31.45,69.0,1.0,160.0
4/26/2018,2018.0,4.0,26.0,0.0,34.0,27.5,30.75,62.0,2.0,140.0
4/27/2018,2018.0,4.0,27.0,0.0,34.5,27.2,30.85,57.0,1.0,140.0
4/28/2018,2018.0,4.0,28.0,0.0,34.5,27.5,31.0,64.0,2.0,180.0
4/29/2018,2018.0,4.0,29.0,0.0,33.5,27.3,30.4,65.0,1.0,220.0
4/30/2018,2018.0,4.0,30.0,0.0,33.7,27.5,30.6,57.0,1.0,270.0
5/1/2018,2018.0,5.0,1.0,6.6,33.3,27.8,30.55,66.0,1.0,340.0
5/2/2018,2018.0,5.0,2.0,0.0,35.8,27.7,31.75,55.0,2.0,160.0
5/3/2018,2018.0,5.0,3.0,0.0,35.5,27.5,31.5,63.0,2.0,160.0
5/4/2018,2018.0,5.0,4.0,0.0,36.0,27.3,31.65,63.0,2.0,160.0
5/5/2018,2018.0,5.0,5.0,0.0,30.6,27.2,28.9,72.0,1.0,140.0
5/6/2018,2018.0,5.0,6.0,0.0,34.2,27.0,30.6,64.0,1.0,290.0
5/7/2018,2018.0,5.0,7.0,0.0,34.5,27.3,30.9,67.0,2.0,160.0
5/8/2018,2018.0,5.0,8.0,0.0,34.4,26.5,30.45,73.0,3.0,250.0
5/9/2018,2018.0,5.0,9.0,0.0,35.0,25.8,30.4,65.0,2.0,290.0
5/10/2018,2018.0,5.0,10.0,31.0,34.4,25.0,29.7,67.0,2.0,270.0
5/11/2018,2018.0,5.0,11.0,0.5,33.6,27.0,30.3,64.0,1.0,340.0
5/12/2018,2018.0,5.0,12.0,0.0,35.2,26.0,30.6,69.0,1.0,70.0
5/13/2018,2018.0,5.0,13.0,0.0,35.6,27.6,31.6,63.0,2.0,160.0
5/14/2018,2018.0,5.0,14.0,0.0,35.2,28.5,31.85,59.0,1.0,160.0
5/15/2018,2018.0,5.0,15.0,0.1,34.2,27.8,31.0,69.0,2.0,320.0
5/16/2018,2018.0,5.0,16.0,0.0,35.5,26.7,31.1,68.0,1.0,40.0
5/17/2018,2018.0,5.0,17.0,0.0,35.2,27.0,31.1,67.0,1.0,200.0
5/18/2018,2018.0,5.0,18.0,0.0,34.7,27.8,31.25,65.0,1.0,140.0
5/19/2018,2018.0,5.0,19.0,0.0,34.8,27.8,31.3,63.0,1.0,70.0
5/20/2018,2018.0,5.0,20.0,0.0,34.6,27.2,30.9,61.0,3.0,140.0
5/21/2018,2018.0,5.0,21.0,0.0,33.9,26.7,30.3,63.0,2.0,220.0
5/22/2018,2018.0,5.0,22.0,0.0,34.8,27.0,30.9,69.0,1.0,160.0
5/23/2018,2018.0,5.0,23.0,0.0,36.1,27.8,31.95,63.0,1.0,250.0
5/24/2018,2018.0,5.0,24.0,6.1,34.2,27.4,30.8,68.0,2.0,360.0
5/25/2018,2018.0,5.0,25.0,0.2,34.5,27.4,30.95,68.0,1.0,90.0
5/26/2018,2018.0,5.0,26.0,0.0,35.7,27.0,31.35,68.0,1.0,160.0
5/27/2018,2018.0,5.0,27.0,0.0,36.0,27.8,31.9,64.0,2.0,290.0
5/28/2018,2018.0,5.0,28.0,0.0,35.9,28.2,32.05,59.0,2.0,160.0
5/29/2018,2018.0,5.0,29.0,-1.0,35.4,27.0,31.2,67.0,1.0,110.0
5/30/2018,2018.0,5.0,30.0,15.4,35.0,26.4,30.7,68.0,1.0,250.0
5/31/2018,2018.0,5.0,31.0,0.0,34.7,27.8,31.25,66.0,1.0,250.0
6/1/2018,2018.0,6.0,1.0,0.0,35.6,27.8,31.7,65.0,1.0,160.0
6/2/2018,2018.0,6.0,2.0,-1.0,34.8,26.0,30.4,81.0,1.0,180.0
6/3/2018,2018.0,6.0,3.0,11.0,33.0,25.7,29.35,78.0,1.0,220.0
6/4/2018,2018.0,6.0,4.0,6.7,34.6,26.8,30.7,68.0,2.0,220.0
6/5/2018,2018.0,6.0,5.0,3.0,34.8,26.0,30.4,86.0,1.0,220.0
6/6/2018,2018.0,6.0,6.0,23.5,31.7,25.0,28.35,88.0,1.0,220.0
6/7/2018,2018.0,6.0,7.0,0.1,31.7,26.4,29.05,84.0,3.0,220.0
6/8/2018,2018.0,6.0,8.0,16.5,31.8,25.0,28.4,94.0,5.0,220.0
6/9/2018,2018.0,6.0,9.0,175.5,27.5,24.0,25.75,99.0,4.0,200.0
6/10/2018,2018.0,6.0,10.0,19.3,27.5,24.8,26.15,93.0,4.0,220.0
6/11/2018,2018.0,6.0,11.0,64.8,27.8,25.0,26.4,90.0,5.0,220.0
6/12/2018,2018.0,6.0,12.0,16.5,27.5,24.7,26.1,93.0,3.0,220.0
6/13/2018,2018.0,6.0,13.0,62.2,28.5,23.5,26.0,93.0,2.0,220.0
6/14/2018,2018.0,6.0,14.0,8.0,30.4,25.5,27.95,92.0,3.0,220.0
6/15/2018,2018.0,6.0,15.0,19.0,31.4,24.4,27.9,80.0,3.0,220.0
6/16/2018,2018.0,6.0,16.0,14.0,30.8,24.4,27.6,94.0,4.0,250.0
6/17/2018,2018.0,6.0,17.0,0.0,31.0,26.0,28.5,90.0,3.0,250.0
6/18/2018,2018.0,6.0,18.0,0.0,31.8,27.0,29.4,81.0,3.0,250.0
6/19/2018,2018.0,6.0,19.0,0.0,33.0,27.0,30.0,82.0,4.0,250.0
6/20/2018,2018.0,6.0,20.0,30.5,32.0,23.0,27.5,90.0,3.0,250.0
6/21/2018,2018.0,6.0,21.0,85.6,31.4,23.4,27.4,87.0,3.0,220.0
6/22/2018,2018.0,6.0,22.0,0.0,31.3,25.0,28.15,86.0,2.0,250.0
6/23/2018,2018.0,6.0,23.0,10.5,34.0,25.0,29.5,86.0,2.0,220.0
6/24/2018,2018.0,6.0,24.0,0.0,32.4,25.8,29.1,77.0,2.0,250.0
6/25/2018,2018.0,6.0,25.0,40.2,30.9,25.0,27.95,82.0,2.0,220.0
6/26/2018,2018.0,6.0,26.0,9.6,30.0,24.1,27.05,88.0,1.0,220.0
6/27/2018,2018.0,6.0,27.0,-1.0,32.5,26.0,29.25,78.0,2.0,220.0
6/28/2018,2018.0,6.0,28.0,0.0,32.0,26.0,29.0,85.0,3.0,250.0
6/29/2018,2018.0,6.0,29.0,0.0,32.0,26.7,29.35,74.0,4.0,250.0
6/30/2018,2018.0,6.0,30.0,-1.0,31.1,26.5,28.8,84.0,2.0,250.0
7/1/2018,2018.0,7.0,1.0,3.2,30.5,25.5,28.0,84.0,3.0,220.0
7/2/2018,2018.0,7.0,2.0,8.0,31.2,26.0,28.6,88.0,3.0,220.0
7/3/2018,2018.0,7.0,3.0,0.0,31.4,26.5,28.95,88.0,3.0,250.0
7/4/2018,2018.0,7.0,4.0,3.6,31.6,26.3,28.95,80.0,2.0,250.0
7/5/2018,2018.0,7.0,5.0,0.5,31.3,26.3,28.8,77.0,3.0,250.0
7/6/2018,2018.0,7.0,6.0,16.7,31.8,26.0,28.9,79.0,2.0,220.0
7/7/2018,2018.0,7.0,7.0,71.0,31.0,24.0,27.5,95.0,1.0,250.0
7/8/2018,2018.0,7.0,8.0,3.0,32.0,25.0,28.5,89.0,1.0,200.0
7/9/2018,2018.0,7.0,9.0,10.3,31.2,24.5,27.85,84.0,2.0,220.0
7/10/2018,2018.0,7.0,10.0,3.1,31.0,24.8,27.9,81.0,4.0,220.0
7/11/2018,2018.0,7.0,11.0,11.5,30.4,25.5,27.95,92.0,2.0,220.0
7/12/2018,2018.0,7.0,12.0,0.0,29.8,25.3,27.55,93.0,1.0,200.0
7/13/2018,2018.0,7.0,13.0,6.0,32.1,25.4,28.75,89.0,1.0,200.0
7/14/2018,2018.0,7.0,14.0,25.5,30.5,24.4,27.45,91.0,3.0,220.0
7/15/2018,2018.0,7.0,15.0,51.5,29.0,24.5,26.75,89.0,2.0,220.0
7/16/2018,2018.0,7.0,16.0,59.9,29.2,24.5,26.85,91.0,2.0,220.0
7/17/2018,2018.0,7.0,17.0,108.0,27.5,24.0,25.75,98.0,1.0,220.0
7/18/2018,2018.0,7.0,18.0,29.8,29.7,24.1,26.9,89.0,3.0,220.0
7/19/2018,2018.0,7.0,19.0,47.5,30.2,23.7,26.95,94.0,1.0,270.0
7/20/2018,2018.0,7.0,20.0,46.4,29.5,25.2,27.35,86.0,2.0,220.0
7/21/2018,2018.0,7.0,21.0,22.5,30.5,24.5,27.5,87.0,3.0,220.0
7/22/2018,2018.0,7.0,22.0,48.4,27.5,24.3,25.9,94.0,3.0,220.0
7/23/2018,2018.0,7.0,23.0,1.0,28.3,25.2,26.75,87.0,2.0,220.0
7/24/2018,2018.0,7.0,24.0,20.6,29.0,24.8,26.9,87.0,2.0,220.0
7/25/2018,2018.0,7.0,25.0,0.0,30.2,25.5,27.85,85.0,2.0,250.0
7/26/2018,2018.0,7.0,26.0,0.9,30.2,24.5,27.35,89.0,1.0,200.0
7/27/2018,2018.0,7.0,27.0,18.8,28.3,24.8,26.55,91.0,2.0,220.0
7/28/2018,2018.0,7.0,28.0,8.5,29.7,24.5,27.1,96.0,2.0,220.0
7/29/2018,2018.0,7.0,29.0,0.0,30.5,25.5,28.0,90.0,3.0,220.0
7/30/2018,2018.0,7.0,30.0,0.0,30.1,27.0,28.55,85.0,2.0,220.0
7/31/2018,2018.0,7.0,31.0,-1.0,31.7,26.5,29.1,86.0,3.0,220.0
8/1/2018,2018.0,8.0,1.0,17.0,31.8,25.5,28.65,85.0,3.0,220.0
8/2/2018,2018.0,8.0,2.0,7.5,31.0,25.0,28.0,92.0,3.0,220.0
8/3/2018,2018.0,8.0,3.0,0.6,30.7,25.4,28.05,83.0,2.0,250.0
8/4/2018,2018.0,8.0,4.0,16.0,32.0,25.5,28.75,85.0,2.0,220.0
8/5/2018,2018.0,8.0,5.0,0.0,32.0,25.7,28.85,79.0,2.0,220.0
8/6/2018,2018.0,8.0,6.0,0.2,31.3,26.5,28.9,74.0,1.0,220.0
8/7/2018,2018.0,8.0,7.0,5.1,30.6,25.0,27.8,78.0,2.0,220.0
8/8/2018,2018.0,8.0,8.0,1.8,31.8,25.5,28.65,79.0,2.0,220.0
8/9/2018,2018.0,8.0,9.0,5.7,30.5,24.5,27.5,80.0,3.0,220.0
8/10/2018,2018.0,8.0,10.0,14.1,29.0,25.0,27.0,94.0,3.0,220.0
8/11/2018,2018.0,8.0,11.0,136.5,28.3,24.0,26.15,99.0,3.0,250.0
8/12/2018,2018.0,8.0,12.0,54.4,28.5,24.5,26.5,92.0,5.0,220.0
8/13/2018,2018.0,8.0,13.0,8.2,29.4,24.9,27.15,84.0,5.0,220.0
8/14/2018,2018.0,8.0,14.0,16.9,30.7,24.5,27.6,82.0,3.0,220.0
8/15/2018,2018.0,8.0,15.0,-1.0,31.3,26.5,28.9,84.0,2.0,250.0
8/16/2018,2018.0,8.0,16.0,67.6,31.2,24.0,27.6,83.0,3.0,220.0
8/17/2018,2018.0,8.0,17.0,14.5,31.0,24.0,27.5,88.0,2.0,200.0
8/18/2018,2018.0,8.0,18.0,1.0,29.0,25.0,27.0,89.0,3.0,220.0
8/19/2018,2018.0,8.0,19.0,16.2,30.7,24.5,27.6,85.0,2.0,220.0
8/20/2018,2018.0,8.0,20.0,4.2,29.0,26.0,27.5,85.0,2.0,220.0
8/21/2018,2018.0,8.0,21.0,17.0,30.7,24.5,27.6,85.0,3.0,220.0
8/22/2018,2018.0,8.0,22.0,0.2,31.4,26.0,28.7,80.0,2.0,250.0
8/23/2018,2018.0,8.0,23.0,0.5,30.3,27.5,28.9,80.0,3.0,220.0
8/24/2018,2018.0,8.0,24.0,10.2,30.1,26.1,28.1,83.0,3.0,220.0
8/25/2018,2018.0,8.0,25.0,6.7,30.8,25.0,27.9,83.0,3.0,220.0
8/26/2018,2018.0,8.0,26.0,0.0,29.7,25.9,27.8,81.0,1.0,220.0
8/27/2018,2018.0,8.0,27.0,0.0,31.1,26.5,28.8,74.0,1.0,220.0
8/28/2018,2018.0,8.0,28.0,0.0,32.5,26.0,29.25,70.0,2.0,250.0
8/29/2018,2018.0,8.0,29.0,0.0,32.5,26.3,29.4,71.0,1.0,270.0
8/30/2018,2018.0,8.0,30.0,-1.0,32.8,26.0,29.4,76.0,1.0,250.0
8/31/2018,2018.0,8.0,31.0,31.8,30.9,24.9,27.9,81.0,1.0,220.0
9/1/2018,2018.0,9.0,1.0,3.3,31.1,25.4,28.25,77.0,2.0,270.0
9/2/2018,2018.0,9.0,2.0,11.5,31.8,24.9,28.35,79.0,2.0,220.0
9/3/2018,2018.0,9.0,3.0,0.0,32.3,24.8,28.55,76.0,2.0,220.0
9/4/2018,2018.0,9.0,4.0,18.7,29.5,24.7,27.1,87.0,2.0,220.0
9/5/2018,2018.0,9.0,5.0,0.0,30.8,25.8,28.3,78.0,2.0,250.0
9/6/2018,2018.0,9.0,6.0,24.5,30.0,24.2,27.1,83.0,1.0,250.0
9/7/2018,2018.0,9.0,7.0,48.0,30.0,23.8,26.9,84.0,7.0,220.0
9/8/2018,2018.0,9.0,8.0,5.7,30.9,26.5,28.7,79.0,3.0,220.0
9/9/2018,2018.0,9.0,9.0,2.1,31.9,26.1,29.0,74.0,2.0,220.0
9/10/2018,2018.0,9.0,10.0,0.0,32.4,25.2,28.8,77.0,1.0,220.0
9/11/2018,2018.0,9.0,11.0,2.0,31.6,25.2,28.4,78.0,1.0,250.0
9/12/2018,2018.0,9.0,12.0,3.0,30.9,26.2,28.55,81.0,3.0,220.0
9/13/2018,2018.0,9.0,13.0,17.8,32.4,24.7,28.55,75.0,2.0,250.0
9/14/2018,2018.0,9.0,14.0,59.1,29.7,26.0,27.85,84.0,3.0,250.0
9/15/2018,2018.0,9.0,15.0,50.5,29.4,24.0,26.7,82.0,5.0,220.0
9/16/2018,2018.0,9.0,16.0,2.8,30.0,25.8,27.9,84.0,2.0,160.0
9/17/2018,2018.0,9.0,17.0,31.6,31.3,24.0,27.65,82.0,1.0,220.0
9/18/2018,2018.0,9.0,18.0,0.0,32.9,25.8,29.35,67.0,2.0,40.0
9/19/2018,2018.0,9.0,19.0,0.1,33.8,25.9,29.85,78.0,1.0,200.0
9/20/2018,2018.0,9.0,20.0,34.4,31.4,25.2,28.3,84.0,1.0,270.0
9/21/2018,2018.0,9.0,21.0,7.2,31.5,24.9,28.2,81.0,1.0,200.0
9/22/2018,2018.0,9.0,22.0,6.5,33.2,25.5,29.35,73.0,1.0,90.0
9/23/2018,2018.0,9.0,23.0,18.2,33.4,26.0,29.7,75.0,2.0,250.0
9/24/2018,2018.0,9.0,24.0,0.0,32.3,26.5,29.4,75.0,2.0,220.0
9/25/2018,2018.0,9.0,25.0,0.0,32.9,26.8,29.85,75.0,2.0,220.0
9/26/2018,2018.0,9.0,26.0,18.0,31.6,25.6,28.6,76.0,2.0,270.0
9/27/2018,2018.0,9.0,27.0,0.0,32.8,26.5,29.65,75.0,2.0,250.0
9/28/2018,2018.0,9.0,28.0,0.0,31.0,27.5,29.25,76.0,2.0,220.0
9/29/2018,2018.0,9.0,29.0,0.0,32.3,26.5,29.4,72.0,1.0,220.0
9/30/2018,2018.0,9.0,30.0,0.0,32.3,26.5,29.4,69.0,1.0,250.0
10/1/2018,2018.0,10.0,1.0,0.0,32.3,26.8,29.55,72.0,2.0,220.0
10/2/2018,2018.0,10.0,2.0,5.0,31.4,25.2,28.3,79.0,1.0,200.0
10/3/2018,2018.0,10.0,3.0,66.5,32.0,24.0,28.0,75.0,2.0,220.0
10/4/2018,2018.0,10.0,4.0,0.0,31.2,25.4,28.3,74.0,3.0,220.0
10/5/2018,2018.0,10.0,5.0,0.0,31.3,25.4,28.35,71.0,3.0,180.0
10/6/2018,2018.0,10.0,6.0,0.0,32.2,26.0,29.1,70.0,2.0,250.0
10/7/2018,2018.0,10.0,7.0,16.5,33.0,25.5,29.25,71.0,2.0,220.0
10/8/2018,2018.0,10.0,8.0,0.0,32.5,26.5,29.5,67.0,2.0,200.0
10/9/2018,2018.0,10.0,9.0,6.0,33.2,26.5,29.85,67.0,2.0,220.0
10/10/2018,2018.0,10.0,10.0,17.5,33.4,26.0,29.7,78.0,2.0,70.0
10/11/2018,2018.0,10.0,11.0,0.0,33.0,26.5,29.75,70.0,2.0,180.0
10/12/2018,2018.0,10.0,12.0,0.0,34.0,26.4,30.2,64.0,2.0,220.0
10/13/2018,2018.0,10.0,13.0,0.0,34.0,27.0,30.5,64.0,2.0,180.0
10/14/2018,2018.0,10.0,14.0,17.2,32.4,26.0,29.2,80.0,2.0,40.0
10/15/2018,2018.0,10.0,15.0,4.6,32.5,25.5,29.0,73.0,2.0,220.0
10/16/2018,2018.0,10.0,16.0,6.4,32.5,25.7,29.1,77.0,2.0,20.0
10/17/2018,2018.0,10.0,17.0,3.5,33.4,25.4,29.4,72.0,2.0,220.0
10/18/2018,2018.0,10.0,18.0,0.5,33.3,25.8,29.55,70.0,3.0,200.0
10/19/2018,2018.0,10.0,19.0,0.0,33.1,26.0,29.55,63.0,3.0,220.0
10/20/2018,2018.0,10.0,20.0,3.2,34.3,25.0,29.65,69.0,3.0,20.0
10/21/2018,2018.0,10.0,21.0,0.0,30.9,25.5,28.2,76.0,2.0,180.0
10/22/2018,2018.0,10.0,22.0,0.0,32.8,25.7,29.25,67.0,3.0,200.0
10/23/2018,2018.0,10.0,23.0,0.0,32.6,25.8,29.2,63.0,3.0,180.0
10/24/2018,2018.0,10.0,24.0,0.0,32.0,26.0,29.0,65.0,3.0,220.0
10/25/2018,2018.0,10.0,25.0,0.0,33.0,26.1,29.55,63.0,2.0,180.0
10/26/2018,2018.0,10.0,26.0,0.0,34.0,26.0,30.0,59.0,3.0,200.0
10/27/2018,2018.0,10.0,27.0,0.0,32.0,26.7,29.35,65.0,2.0,20.0
10/28/2018,2018.0,10.0,28.0,0.1,33.8,24.0,28.9,62.0,3.0,220.0
10/29/2018,2018.0,10.0,29.0,-1.0,29.7,24.9,27.3,60.0,3.0,250.0
10/30/2018,2018.0,10.0,30.0,32.7,29.1,25.1,27.1,84.0,6.0,90.0
10/31/2018,2018.0,10.0,31.0,2.1,33.2,26.2,29.7,74.0,4.0,90.0
11/1/2018,2018.0,11.0,1.0,0.0,34.7,27.0,30.85,61.0,3.0,40.0
11/2/2018,2018.0,11.0,2.0,0.0,32.6,25.5,29.05,68.0,2.0,200.0
11/3/2018,2018.0,11.0,3.0,9.6,32.5,25.6,29.05,69.0,2.0,220.0
11/4/2018,2018.0,11.0,4.0,0.0,34.5,26.0,30.25,62.0,3.0,340.0
11/5/2018,2018.0,11.0,5.0,0.0,33.6,26.5,30.05,60.0,2.0,40.0
11/6/2018,2018.0,11.0,6.0,0.0,34.0,25.5,29.75,63.0,3.0,20.0
11/7/2018,2018.0,11.0,7.0,0.0,31.4,25.5,28.45,74.0,3.0,20.0
11/8/2018,2018.0,11.0,8.0,1.3,33.2,24.6,28.9,56.0,2.0,20.0
11/9/2018,2018.0,11.0,9.0,0.2,30.7,25.3,28.0,72.0,2.0,40.0
11/10/2018,2018.0,11.0,10.0,0.0,31.6,25.0,28.3,62.0,3.0,20.0
11/11/2018,2018.0,11.0,11.0,0.0,33.3,25.2,29.25,61.0,2.0,20.0
11/12/2018,2018.0,11.0,12.0,0.0,31.5,26.5,29.0,66.0,3.0,200.0
11/13/2018,2018.0,11.0,13.0,0.0,31.0,25.6,28.3,67.0,2.0,180.0
11/14/2018,2018.0,11.0,14.0,0.0,34.3,26.0,30.15,56.0,3.0,20.0
11/15/2018,2018.0,11.0,15.0,0.0,34.0,25.2,29.6,59.0,3.0,20.0
11/16/2018,2018.0,11.0,16.0,0.0,32.5,25.1,28.8,62.0,2.0,250.0
11/17/2018,2018.0,11.0,17.0,0.0,31.5,25.4,28.45,62.0,2.0,200.0
11/18/2018,2018.0,11.0,18.0,0.0,31.8,24.6,28.2,64.0,2.0,20.0
11/19/2018,2018.0,11.0,19.0,0.0,30.4,27.0,28.7,67.0,7.0,160.0
11/20/2018,2018.0,11.0,20.0,0.0,31.0,25.7,28.35,61.0,3.0,320.0
11/21/2018,2018.0,11.0,21.0,2.7,30.0,24.7,27.35,77.0,3.0,340.0
11/22/2018,2018.0,11.0,22.0,2.6,30.6,25.6,28.1,75.0,2.0,180.0
11/23/2018,2018.0,11.0,23.0,6.5,31.4,25.0,28.2,73.0,2.0,20.0
11/24/2018,2018.0,11.0,24.0,-1.0,30.5,25.5,28.0,74.0,2.0,220.0
11/25/2018,2018.0,11.0,25.0,0.0,31.7,24.6,28.15,68.0,2.0,110.0
11/26/2018,2018.0,11.0,26.0,0.0,32.2,25.6,28.9,65.0,2.0,180.0
11/27/2018,2018.0,11.0,27.0,0.0,32.6,25.5,29.05,66.0,2.0,220.0
11/28/2018,2018.0,11.0,28.0,0.0,30.2,25.5,27.85,72.0,2.0,360.0
11/29/2018,2018.0,11.0,29.0,0.0,31.5,25.5,28.5,69.0,3.0,220.0
11/30/2018,2018.0,11.0,30.0,0.0,31.2,25.6,28.4,63.0,3.0,340.0
12/1/2018,2018.0,12.0,1.0,-1.0,32.2,26.0,29.1,63.0,3.0,20.0
12/2/2018,2018.0,12.0,2.0,0.0,32.3,25.0,28.65,65.0,3.0,40.0
12/3/2018,2018.0,12.0,3.0,0.3,32.4,24.9,28.65,65.0,3.0,320.0
12/4/2018,2018.0,12.0,4.0,0.0,32.0,25.0,28.5,74.0,3.0,40.0
12/5/2018,2018.0,12.0,5.0,2.5,31.5,25.5,28.5,73.0,2.0,160.0
12/6/2018,2018.0,12.0,6.0,0.0,33.1,25.6,29.35,63.0,3.0,20.0
12/7/2018,2018.0,12.0,7.0,0.5,32.3,25.0,28.65,69.0,2.0,20.0
12/8/2018,2018.0,12.0,8.0,0.0,32.8,25.0,28.9,62.0,3.0,360.0
12/9/2018,2018.0,12.0,9.0,0.0,31.5,24.7,28.1,68.0,2.0,20.0
12/10/2018,2018.0,12.0,10.0,0.0,30.4,25.8,28.1,69.0,3.0,180.0
12/11/2018,2018.0,12.0,11.0,0.0,31.9,25.3,28.6,70.0,2.0,40.0
12/12/2018,2018.0,12.0,12.0,0.0,32.8,25.4,29.1,63.0,3.0,340.0
12/13/2018,2018.0,12.0,13.0,6.8,30.0,23.5,26.75,75.0,2.0,20.0
12/14/2018,2018.0,12.0,14.0,10.5,30.4,23.7,27.05,84.0,2.0,360.0
12/15/2018,2018.0,12.0,15.0,-1.0,29.8,24.4,27.1,76.0,2.0,340.0
